Borough_BORO,ZIPCODE,CUISINE,ACT.CODE,VIOLCODE,SCORE,CURRENTGRADE_current
Borough_Queens,11354,Asian,F_action,06A,31,A_current
Borough_Queens,11354,Asian,F_action,09A,31,A_current
Borough_Brooklyn,11222,Other,B_action,10F,2,A_current
Borough_Queens,11373,Bakery,P_action,08A,26,A_current
Borough_Bronx,10458,Donuts,D_action,06F,9,A_current
Borough_Queens,11103,MiddleEastern,F_action,05D,48,Z_current
Borough_Brooklyn,11233,Other,D_action,06F,10,A_current
Borough_Queens,11413,Chicken,D_action,10B,5,A_current
Borough_Manhattan,10002,Chinese,U_action,04M,26,Z_current
Borough_Manhattan,10002,Chinese,U_action,08A,26,Z_current
Borough_Brooklyn,11206,Spanish,F_action,05D,61,A_current
Borough_Bronx,10458,Café/Coffee/Tea,U_action,06D,21,Z_current
Borough_Brooklyn,11206,Spanish,F_action,04N,61,A_current
Borough_Brooklyn,11206,Spanish,F_action,10F,61,A_current
Borough_Brooklyn,11206,Spanish,F_action,99B,61,A_current
Borough_Manhattan,10001,American,P_action,04H,17,A_current
Borough_Queens,11354,Asian,F_action,10B,31,A_current
Borough_Manhattan,10128,Mediterranean,F_action,02B,34,A_current
Borough_Manhattan,10128,Mediterranean,F_action,04L,34,A_current
Borough_Manhattan,10022,Sandwiches/Salads/MixedBuffet,U_action,08A,23,Z_current
Borough_Brooklyn,11236,American,G_action,10F,39,A_current
Borough_Queens,11354,Asian,F_action,10E,31,A_current
Borough_Queens,11354,Asian,F_action,02G,31,A_current
Borough_Queens,11354,Asian,F_action,06E,31,A_current
Borough_Manhattan,10022,Sandwiches/Salads/MixedBuffet,U_action,06A,23,Z_current
Borough_Manhattan,10033,Chinese,U_action,04N,25,Z_current
Borough_Manhattan,10033,Chinese,U_action,06A,25,Z_current
Borough_Manhattan,10033,Chinese,U_action,08A,25,Z_current
Borough_Brooklyn,11206,Spanish,F_action,02B,61,A_current
Borough_Manhattan,10001,Korean,F_action,02G,64,Z_current
Borough_Queens,11385,Chinese,F_action,04M,34,Z_current
Borough_Manhattan,10001,American,P_action,06C,17,A_current
Borough_Manhattan,10033,Chinese,U_action,10F,25,Z_current
Borough_Manhattan,10001,Korean,F_action,10B,64,Z_current
Borough_Manhattan,10001,Korean,F_action,99B,64,Z_current
Borough_Queens,11385,Chinese,F_action,04L,34,Z_current
Borough_Queens,11385,Chinese,F_action,08A,34,Z_current
Borough_Queens,11354,Asian,F_action,99B,31,A_current
Borough_Manhattan,10128,Mediterranean,F_action,06C,34,A_current
Borough_Manhattan,10022,Sandwiches/Salads/MixedBuffet,U_action,04L,23,Z_current
Borough_Manhattan,10001,Korean,F_action,05D,64,Z_current
Borough_Queens,11385,Chinese,F_action,02B,34,Z_current
Borough_Queens,11385,Chinese,F_action,04J,34,Z_current
Borough_Manhattan,10033,Chinese,U_action,04L,25,Z_current
Borough_Manhattan,10001,Korean,F_action,02B,64,Z_current
Borough_Queens,11385,Chinese,F_action,06F,34,Z_current
Borough_Queens,11417,Chinese,F_action,04H,54,A_current
Borough_Queens,11417,Chinese,F_action,06C,54,A_current
Borough_Queens,11417,Chinese,F_action,09C,54,A_current
Borough_Manhattan,10032,Mexican,D_action,06F,7,A_current
Borough_Queens,11103,MiddleEastern,F_action,06D,48,Z_current
Borough_Queens,11103,MiddleEastern,F_action,06E,48,Z_current
Borough_Queens,11412,Pizza,U_action,02B,20,Z_current
Borough_Bronx,10458,Café/Coffee/Tea,U_action,10H,21,Z_current
Borough_Queens,11417,Chinese,F_action,04L,54,A_current
Borough_Queens,11413,Chicken,D_action,10F,5,A_current
Borough_Queens,11103,MiddleEastern,F_action,04N,48,Z_current
Borough_Queens,11412,Pizza,U_action,08A,20,Z_current
Borough_Queens,11103,MiddleEastern,F_action,04H,48,Z_current
Borough_Queens,11103,MiddleEastern,F_action,08A,48,Z_current
Borough_Queens,11412,Pizza,U_action,04N,20,Z_current
Borough_Bronx,10458,Café/Coffee/Tea,U_action,09C,21,Z_current
Borough_Bronx,10458,Donuts,D_action,10A,9,A_current
Borough_Queens,11364,Pizza/Italian,P_action,08A,14,A_current
Borough_Manhattan,10038,Irish,D_action,10B,8,A_current
Borough_Manhattan,10003,Indian,F_action,06E,29,B_current
Borough_Manhattan,10010,Italian,U_action,02G,26,Z_current
Borough_Manhattan,10016,Irish,P_action,06D,27,B_current
Borough_Manhattan,10031,American,F_action,08A,32,B_current
Borough_Manhattan,10014,Armenian,F_action,08C,35,A_current
Borough_Brooklyn,11222,Italian,U_action,04N,18,Z_current
Borough_Brooklyn,11222,Italian,U_action,08A,18,Z_current
Borough_Brooklyn,11228,Pizza/Italian,F_action,04N,49,A_current
Borough_Brooklyn,11228,Pizza/Italian,F_action,08A,49,A_current
Borough_Manhattan,10035,Chinese,F_action,04M,39,A_current
Borough_Manhattan,10038,Chinese,P_action,05D,27,B_current
Borough_Brooklyn,11220,Bakery,D_action,04M,13,A_current
Borough_Brooklyn,11220,Bakery,D_action,10B,13,A_current
Borough_Queens,11369,Chinese,P_action,02G,24,A_current
Borough_Queens,11411,Caribbean,F_action,10F,28,A_current
Borough_Queens,11362,Delicatessen,P_action,09C,26,A_current
Borough_Queens,11362,Delicatessen,P_action,10F,26,A_current
Borough_Brooklyn,11201,American,F_action,04M,36,Z_current
Borough_Manhattan,10010,American,U_action,10B,23,Z_current
Borough_Manhattan,10019,---,F_action,06C,36,B_current
Borough_Queens,11354,Korean,U_action,09A,19,Z_current
Borough_Queens,11354,Korean,U_action,10H,19,Z_current
Borough_Manhattan,10033,American,P_action,04A,27,B_current
Borough_Queens,11372,Mexican,D_action,10F,12,A_current
Borough_Queens,11430,Café/Coffee/Tea,D_action,10H,12,A_current
Borough_Queens,11358,Pizza,D_action,02G,13,A_current
Borough_Manhattan,10033,---,U_action,04N,26,Z_current
Borough_Manhattan,10033,---,U_action,08A,26,Z_current
Borough_Manhattan,10033,American,D_action,02G,8,A_current
Borough_Manhattan,10016,Japanese,F_action,04L,30,A_current
Borough_Manhattan,10016,Japanese,F_action,06E,30,A_current
Borough_Manhattan,10016,Japanese,F_action,08A,30,A_current
Borough_Queens,11368,Chinese,U_action,04L,19,Z_current
Borough_Queens,11368,Chinese,U_action,08A,19,Z_current
Borough_Queens,11106,MiddleEastern,G_action,06C,65,B_current
Borough_Manhattan,10075,American,P_action,06D,20,A_current
Borough_Manhattan,10075,American,P_action,10E,20,A_current
Borough_Queens,11435,---,P_action,06C,26,C_current
Borough_Queens,11434,Spanish,U_action,04N,20,Z_current
Borough_Queens,11434,Spanish,U_action,08A,20,Z_current
Borough_Brooklyn,11206,Japanese,F_action,06C,34,B_current
Borough_Brooklyn,11206,Japanese,F_action,09B,34,B_current
Borough_Brooklyn,11231,Chinese,W_action,04M,17,A_current
Borough_Brooklyn,11231,Chinese,W_action,10F,17,A_current
Borough_Manhattan,10012,Pizza/Italian,F_action,03A,48,A_current
Borough_Manhattan,10025,American,D_action,08A,12,A_current
Borough_Brooklyn,11218,Italian,D_action,10F,7,A_current
Borough_Queens,11361,Chicken,F_action,06D,32,C_current
Borough_Brooklyn,11201,SoulFood,D_action,04N,13,A_current
Borough_Brooklyn,11201,SoulFood,D_action,08A,13,A_current
Borough_Queens,11434,Chinese,F_action,10F,52,A_current
Borough_Bronx,10474,Mexican,U_action,04M,27,Z_current
Borough_Bronx,10474,Mexican,U_action,10B,27,Z_current
Borough_Manhattan,10039,---,P_action,04N,22,A_current
Borough_Manhattan,10039,---,P_action,08A,22,A_current
Borough_Manhattan,10039,---,P_action,99B,22,A_current
Borough_Queens,11427,American,F_action,02G,46,A_current
Borough_Manhattan,10075,Delicatessen,P_action,06C,22,B_current
Borough_Manhattan,10023,Irish,F_action,04L,37,A_current
Borough_Queens,11354,Donuts,D_action,02G,9,A_current
Borough_Queens,11373,Bakery,P_action,04L,26,A_current
Borough_Brooklyn,11206,Spanish,F_action,06C,61,A_current
Borough_Bronx,10466,American,D_action,06D,5,A_current
Borough_Manhattan,10022,Sandwiches/Salads/MixedBuffet,U_action,02G,23,Z_current
Borough_Manhattan,10033,Chinese,U_action,06E,25,Z_current
Borough_Manhattan,10001,Korean,F_action,06C,64,Z_current
Borough_Manhattan,10001,Korean,F_action,10F,64,Z_current
Borough_Queens,11417,Chinese,F_action,02B,54,A_current
Borough_Queens,11103,MiddleEastern,F_action,10H,48,Z_current
Borough_Manhattan,10027,Other,D_action,04N,10,A_current
Borough_Manhattan,10027,Other,D_action,08A,10,A_current
Borough_Manhattan,10007,American,D_action,10B,11,A_current
Borough_Manhattan,10007,American,D_action,10F,11,A_current
Borough_Queens,11372,Italian,U_action,09C,27,Z_current
Borough_Queens,11372,Italian,U_action,08A,27,Z_current
Borough_Manhattan,10018,Jewish/Kosher,D_action,10B,12,A_current
Borough_Manhattan,10018,Jewish/Kosher,D_action,08A,12,A_current
Borough_Queens,11372,Italian,U_action,05D,27,Z_current
Borough_5,10301,Italian,D_action,04A,10,A_current
Borough_Manhattan,10014,Italian,P_action,06D,22,Z_current
Borough_Manhattan,10014,Italian,P_action,10H,22,Z_current
Borough_Manhattan,10014,Italian,P_action,09C,22,Z_current
Borough_Manhattan,10014,Italian,P_action,08A,22,Z_current
Borough_Manhattan,10018,Jewish/Kosher,D_action,04N,12,A_current
Borough_Queens,11372,Italian,U_action,04L,27,Z_current
Borough_Queens,11372,Italian,U_action,10B,27,Z_current
Borough_Manhattan,10014,Italian,P_action,04L,22,Z_current
Borough_Manhattan,10014,Italian,P_action,04N,22,Z_current
Borough_5,10304,Chinese,D_action,06C,13,A_current
Borough_5,10304,Chinese,D_action,06D,13,A_current
Borough_5,10304,Chinese,D_action,10F,13,A_current
Borough_Queens,11379,Pizza,D_action,10F,10,A_current
Borough_Queens,11379,Pizza,D_action,10I,10,A_current
Borough_Queens,11363,Italian,D_action,10B,9,A_current
Borough_Queens,11379,Pizza,D_action,06C,10,A_current
Borough_5,10314,Pizza,D_action,10H,4,A_current
Borough_Queens,11363,Italian,D_action,10F,9,A_current
Borough_5,10314,Pizza,D_action,10E,4,A_current
Borough_Manhattan,10038,American,F_action,06D,34,A_current
Borough_Manhattan,10038,American,F_action,06C,34,A_current
Borough_Manhattan,10038,American,F_action,08A,34,A_current
Borough_Manhattan,10038,American,F_action,10B,34,A_current
Borough_Queens,11360,Chinese,P_action,06C,17,B_current
Borough_Queens,11360,Chinese,P_action,10B,17,B_current
Borough_Manhattan,10038,American,F_action,04N,34,A_current
Borough_Manhattan,10038,American,F_action,09C,34,A_current
Borough_Manhattan,10009,American,D_action,10F,7,A_current
Borough_Queens,11360,Chinese,P_action,02B,17,B_current
Borough_Manhattan,10009,American,D_action,06D,7,A_current
Borough_Manhattan,10003,American,U_action,06C,20,Z_current
Borough_Queens,11360,Chinese,P_action,99B,17,B_current
Borough_Manhattan,10003,American,U_action,04C,20,Z_current
Borough_Manhattan,10003,American,D_action,04N,13,A_current
Borough_Manhattan,10003,American,D_action,08A,13,A_current
Borough_Queens,11427,American,U_action,04H,19,Z_current
Borough_Manhattan,10011,American,P_action,06D,23,A_current
Borough_Manhattan,10003,American,D_action,04L,13,A_current
Borough_Queens,11414,Italian,F_action,04J,58,A_current
Borough_Manhattan,10011,American,P_action,04H,23,A_current
Borough_Manhattan,10011,American,P_action,08A,23,A_current
Borough_Queens,11385,American,P_action,10F,19,A_current
Borough_Queens,11379,Pizza/Italian,P_action,02G,23,A_current
Borough_Manhattan,10009,American,D_action,04H,9,A_current
Borough_Queens,11372,---,F_action,08A,31,Z_current
Borough_Manhattan,10013,Chinese,D_action,02B,12,A_current
Borough_Queens,11372,---,F_action,04L,31,Z_current
Borough_Queens,11372,---,F_action,10F,31,Z_current
Borough_Manhattan,10013,Chinese,D_action,10F,12,A_current
Borough_Manhattan,10013,Chinese,D_action,99B,12,A_current
Borough_Bronx,10466,American,D_action,04H,10,A_current
Borough_Queens,11414,Italian,F_action,04N,58,A_current
Borough_Queens,11414,Italian,F_action,99B,58,A_current
Borough_Manhattan,10003,Irish,D_action,04M,10,A_current
Borough_Manhattan,10003,Irish,D_action,08A,10,A_current
Borough_Queens,11414,Italian,F_action,02G,58,A_current
Borough_Queens,11414,Italian,F_action,06D,58,A_current
Borough_Queens,11414,Italian,F_action,06E,58,A_current
Borough_Queens,11414,Italian,F_action,04H,58,A_current
Borough_Queens,11414,Italian,F_action,08A,58,A_current
Borough_Queens,11427,American,U_action,04N,19,Z_current
Borough_Queens,11427,American,U_action,08A,19,Z_current
Borough_Queens,11379,Pizza/Italian,P_action,06C,23,A_current
Borough_Queens,11379,Pizza/Italian,P_action,10F,23,A_current
Borough_Queens,11379,Pizza/Italian,P_action,06D,23,A_current
Borough_Queens,11385,American,P_action,04L,19,A_current
Borough_Manhattan,10019,Irish,P_action,06D,18,C_current
Borough_Queens,11372,---,F_action,06E,31,Z_current
Borough_Manhattan,10019,Irish,P_action,10F,18,C_current
Borough_Queens,11372,---,F_action,09A,31,Z_current
Borough_Manhattan,10019,Irish,P_action,04L,18,C_current
Borough_Manhattan,10003,American,D_action,10F,8,A_current
Borough_Brooklyn,11232,American,U_action,08C,22,Z_current
Borough_Manhattan,10003,American,D_action,06A,8,A_current
Borough_Manhattan,10003,Irish,D_action,06E,5,A_current
Borough_Brooklyn,11232,American,U_action,10D,22,Z_current
Borough_Brooklyn,11232,American,U_action,08A,22,Z_current
Borough_Queens,11103,Bakery,G_action,04H,38,A_current
Borough_Brooklyn,11232,American,U_action,04L,22,Z_current
Borough_Bronx,10466,Caribbean,F_action,04A,37,Z_current
Borough_Queens,11103,Bakery,G_action,08A,38,A_current
Borough_Bronx,10466,Caribbean,F_action,08A,37,Z_current
Borough_Queens,11103,Bakery,G_action,06C,38,A_current
Borough_Queens,11103,Bakery,G_action,04L,38,A_current
Borough_Queens,11103,Bakery,G_action,06F,38,A_current
Borough_Brooklyn,11210,Bakery,D_action,04M,9,A_current
Borough_Brooklyn,11210,Bakery,D_action,08A,9,A_current
Borough_Bronx,10466,Caribbean,F_action,05D,37,Z_current
Borough_Queens,11102,American,P_action,04L,26,A_current
Borough_Bronx,10466,Caribbean,F_action,04N,37,Z_current
Borough_Bronx,10466,Caribbean,F_action,06C,37,Z_current
Borough_Brooklyn,11210,Bakery,D_action,04L,9,A_current
Borough_Bronx,10466,Caribbean,F_action,04L,37,Z_current
Borough_Queens,11102,American,P_action,04N,26,A_current
Borough_Queens,11102,American,P_action,06D,26,A_current
Borough_Queens,11102,American,P_action,04H,26,A_current
Borough_Queens,11102,American,P_action,08A,26,A_current
Borough_Manhattan,10003,American,U_action,04H,22,Z_current
Borough_Manhattan,10003,American,U_action,10B,22,Z_current
Borough_Manhattan,10003,American,U_action,99B,22,Z_current
Borough_Manhattan,10003,American,U_action,02G,22,Z_current
Borough_Manhattan,10025,American,D_action,06D,10,A_current
Borough_Queens,11105,American,P_action,02G,24,A_current
Borough_Bronx,10458,---,U_action,04L,21,Z_current
Borough_Bronx,10455,---,D_action,10H,6,A_current
Borough_Bronx,10455,---,D_action,99B,6,A_current
Borough_Bronx,10458,---,U_action,04N,21,Z_current
Borough_Manhattan,10013,Tex-Mex,F_action,10I,43,A_current
Borough_Manhattan,10013,Tex-Mex,F_action,04H,43,A_current
Borough_Manhattan,10013,Tex-Mex,F_action,10B,43,A_current
Borough_Manhattan,10013,Tex-Mex,F_action,05D,43,A_current
Borough_Manhattan,10013,Tex-Mex,F_action,02G,43,A_current
Borough_Manhattan,10013,Tex-Mex,F_action,10H,43,A_current
Borough_Manhattan,10003,Japanese,U_action,06C,18,Z_current
Borough_5,10305,Chinese,P_action,02B,21,B_current
Borough_5,10305,Chinese,P_action,10B,21,B_current
Borough_Queens,11105,American,P_action,06C,24,A_current
Borough_Manhattan,10003,Japanese,U_action,02G,18,Z_current
Borough_Manhattan,10003,Japanese,U_action,06B,18,Z_current
Borough_5,10305,Chinese,P_action,10F,21,B_current
Borough_5,10305,Chinese,P_action,06D,21,B_current
Borough_Bronx,10458,---,U_action,06C,21,Z_current
Borough_Bronx,10458,---,U_action,08A,21,Z_current
Borough_Bronx,10458,---,U_action,06D,21,Z_current
Borough_Queens,11103,Café/Coffee/Tea,P_action,08A,24,C_current
Borough_Queens,11103,Café/Coffee/Tea,P_action,04A,24,C_current
Borough_Queens,11103,Café/Coffee/Tea,P_action,04N,24,C_current
Borough_Queens,11103,Café/Coffee/Tea,P_action,10F,24,C_current
Borough_Manhattan,10013,Tapas,U_action,02G,20,Z_current
Borough_Manhattan,10013,Tapas,U_action,10H,20,Z_current
Borough_Manhattan,10013,Tapas,U_action,99B,20,Z_current
Borough_Manhattan,10003,Hamburgers,D_action,10B,12,A_current
Borough_Brooklyn,11219,Bakery,W_action,04L,37,A_current
Borough_Brooklyn,11219,Bakery,W_action,08A,37,A_current
Borough_Brooklyn,11223,Italian,G_action,04N,70,B_current
Borough_Manhattan,10013,Tapas,U_action,06F,20,Z_current
Borough_Manhattan,10002,Chinese,F_action,02B,32,Z_current
Borough_Manhattan,10002,Chinese,F_action,04M,32,Z_current
Borough_Manhattan,10002,Chinese,F_action,04N,32,Z_current
Borough_Manhattan,10002,Chinese,F_action,08A,32,Z_current
Borough_Manhattan,10002,Chinese,F_action,10F,32,Z_current
Borough_Manhattan,10002,Chinese,F_action,06D,32,Z_current
Borough_Manhattan,10002,Chinese,F_action,10H,32,Z_current
Borough_Manhattan,10003,Hamburgers,D_action,04J,12,A_current
Borough_Manhattan,10002,Chinese,F_action,04L,32,Z_current
Borough_5,10301,American,F_action,10F,43,A_current
Borough_Manhattan,10003,Hamburgers,D_action,10E,12,A_current
Borough_Brooklyn,11219,Bakery,W_action,08C,37,A_current
Borough_Manhattan,10009,Italian,F_action,10B,30,A_current
Borough_Manhattan,10009,Italian,F_action,06E,30,A_current
Borough_Manhattan,10009,Italian,F_action,08A,30,A_current
Borough_Brooklyn,11223,Italian,G_action,02B,70,B_current
Borough_Brooklyn,11223,Italian,G_action,05F,70,B_current
Borough_Brooklyn,11223,Italian,G_action,10B,70,B_current
Borough_Brooklyn,11223,Italian,G_action,10F,70,B_current
Borough_Brooklyn,11223,Italian,G_action,02G,70,B_current
Borough_5,10301,American,F_action,08A,43,A_current
Borough_5,10301,American,F_action,04N,43,A_current
Borough_5,10301,American,F_action,05D,43,A_current
Borough_Brooklyn,11223,Italian,G_action,08A,70,B_current
Borough_5,10301,American,F_action,04H,43,A_current
Borough_Manhattan,10009,Italian,F_action,06C,30,A_current
Borough_Manhattan,10009,Italian,F_action,04L,30,A_current
Borough_Manhattan,10009,Italian,F_action,06D,30,A_current
Borough_Manhattan,10009,Italian,F_action,10F,30,A_current
Borough_Queens,11105,Pizza/Italian,P_action,02G,23,B_current
Borough_Queens,11105,Pizza/Italian,P_action,08A,23,B_current
Borough_Queens,11419,American,F_action,02B,40,Z_current
Borough_Queens,11105,Pizza/Italian,P_action,10F,23,B_current
Borough_Queens,11428,Pizza,D_action,10F,2,A_current
Borough_Queens,11105,Pizza/Italian,P_action,04N,23,B_current
Borough_Brooklyn,11210,Hamburgers,D_action,10I,2,A_current
Borough_Queens,11419,American,F_action,04L,40,Z_current
Borough_Bronx,10471,Café/Coffee/Tea,P_action,04N,20,Z_current
Borough_Bronx,10471,Café/Coffee/Tea,P_action,08A,20,Z_current
Borough_Manhattan,10036,American,F_action,04N,33,Z_current
Borough_Manhattan,10036,American,F_action,08A,33,Z_current
Borough_Manhattan,10036,American,F_action,04A,33,Z_current
Borough_Bronx,10471,Café/Coffee/Tea,P_action,02G,20,Z_current
Borough_Bronx,10462,Pizza,P_action,02G,17,B_current
Borough_Bronx,10462,Pizza,P_action,04L,17,B_current
Borough_Queens,11375,Thai,P_action,04M,23,B_current
Borough_Queens,11375,Thai,P_action,10F,23,B_current
Borough_Brooklyn,11201,French,P_action,04H,24,A_current
Borough_Brooklyn,11201,French,P_action,06C,24,A_current
